,SUBID,ATTR,KO,A,B,ANS
0,29_0,Loudness,0,3,6,2
1,29_0,Loudness,0,2,5,2
2,29_0,Loudness,0,1,7,2
3,29_0,Loudness,0,1,6,1
4,29_0,Loudness,0,3,7,1
5,29_0,Loudness,0,2,7,2
6,29_0,Loudness,0,4,7,1
7,29_0,Loudness,0,3,5,2
8,29_0,Loudness,0,2,4,2
9,29_0,Loudness,0,5,6,2
