,SUBID,ATTR,KO,A,B,ANS
0,26_0,Loudness,0,3,5,2
1,26_0,Loudness,0,1,4,1
2,26_0,Loudness,0,3,6,2
3,26_0,Loudness,0,6,7,1
4,26_0,Loudness,0,2,3,1
5,26_0,Loudness,0,1,2,1
6,26_0,Loudness,0,2,5,2
7,26_0,Loudness,0,3,7,2
8,26_0,Loudness,0,2,6,2
9,26_0,Loudness,0,4,6,1
