,SUBID,ATTR,KO,A,B,ANS
0,10_0,Reverberance,0,2,4,1
1,10_0,Reverberance,0,1,6,2
2,10_0,Reverberance,0,3,6,2
3,10_0,Reverberance,0,2,6,1
4,10_0,Reverberance,0,1,7,1
5,10_0,Reverberance,0,3,5,2
6,10_0,Reverberance,0,2,7,1
7,10_0,Reverberance,0,5,7,1
8,10_0,Reverberance,0,1,3,2
9,10_0,Reverberance,0,6,7,1
