,SUBID,ATTR,KO,A,B,ANS
0,10_0,Loudness,0,3,5,2
1,10_0,Loudness,0,3,4,2
2,10_0,Loudness,0,1,5,1
3,10_0,Loudness,0,3,7,2
4,10_0,Loudness,0,1,6,1
5,10_0,Loudness,0,1,4,1
6,10_0,Loudness,0,2,4,2
7,10_0,Loudness,0,2,5,2
8,10_0,Loudness,0,1,2,1
9,10_0,Loudness,0,2,3,2
