,SUBID,ATTR,KO,A,B,ANS
0,25_0,Reverberance,0,5,7,1
1,25_0,Reverberance,0,2,5,1
2,25_0,Reverberance,0,3,5,2
3,25_0,Reverberance,0,4,5,1
4,25_0,Reverberance,0,1,6,2
5,25_0,Reverberance,0,2,4,2
6,25_0,Reverberance,0,1,4,2
7,25_0,Reverberance,0,1,2,1
8,25_0,Reverberance,0,5,6,2
9,25_0,Reverberance,0,1,3,1
