,SUBID,ATTR,KO,A,B,ANS
0,25_0,Loudness,0,4,5,2
1,25_0,Loudness,0,2,3,1
2,25_0,Loudness,0,3,4,2
3,25_0,Loudness,0,3,7,2
4,25_0,Loudness,0,1,6,2
5,25_0,Loudness,0,2,5,2
6,25_0,Loudness,0,2,7,2
7,25_0,Loudness,0,1,7,1
8,25_0,Loudness,0,5,7,1
9,25_0,Loudness,0,2,6,2
