,SUBID,ATTR,KO,A,B,ANS
0,24_0,Loudness,0,2,3,2
1,24_0,Loudness,0,6,7,2
2,24_0,Loudness,0,1,7,1
3,24_0,Loudness,0,2,5,2
4,24_0,Loudness,0,1,4,1
5,24_0,Loudness,0,2,4,2
6,24_0,Loudness,0,2,7,2
7,24_0,Loudness,0,1,3,1
8,24_0,Loudness,0,3,7,2
9,24_0,Loudness,0,4,5,2
