,SUBID,ATTR,KO,A,B,ANS
0,19_0,Loudness,0,2,3,1
1,19_0,Loudness,0,4,7,1
2,19_0,Loudness,0,3,4,2
3,19_0,Loudness,0,1,2,1
4,19_0,Loudness,0,1,5,1
5,19_0,Loudness,0,1,6,1
6,19_0,Loudness,0,5,7,2
7,19_0,Loudness,0,3,6,2
8,19_0,Loudness,0,1,7,1
9,19_0,Loudness,0,3,5,2
