,SUBID,ATTR,KO,A,B,ANS
0,29_0,Reverberance,0,1,6,1
1,29_0,Reverberance,0,3,4,2
2,29_0,Reverberance,0,6,7,1
3,29_0,Reverberance,0,4,6,2
4,29_0,Reverberance,0,3,5,2
5,29_0,Reverberance,0,2,7,2
6,29_0,Reverberance,0,4,5,1
7,29_0,Reverberance,0,4,7,1
8,29_0,Reverberance,0,1,4,1
9,29_0,Reverberance,0,3,6,2
