,SUBID,ATTR,KO,A,B,ANS
0,24_0,Reverberance,0,6,7,1
1,24_0,Reverberance,0,5,7,1
2,24_0,Reverberance,0,1,3,1
3,24_0,Reverberance,0,2,6,2
4,24_0,Reverberance,0,3,7,2
5,24_0,Reverberance,0,4,5,2
6,24_0,Reverberance,0,3,4,2
7,24_0,Reverberance,0,2,3,1
8,24_0,Reverberance,0,3,5,2
9,24_0,Reverberance,0,2,4,2
