,SUBID,ATTR,KO,A,B,ANS
0,28_0,Reverberance,0,5,7,1
1,28_0,Reverberance,0,1,4,2
2,28_0,Reverberance,0,1,3,1
3,28_0,Reverberance,0,3,5,2
4,28_0,Reverberance,0,3,6,2
5,28_0,Reverberance,0,4,6,1
6,28_0,Reverberance,0,4,7,1
7,28_0,Reverberance,0,3,7,1
8,28_0,Reverberance,0,1,2,1
9,28_0,Reverberance,0,2,7,2
